Item_Description;Amount;Traffic_Source;Session_Duration
Backpack;125;Referral;1880
Greeting Cards;6;Organic Search;1158
Lanyard;6;Paid Search;1500
Android T-Shirt;20;Referral;268
Canvas Tote;18;Organic Search;1593
Google Hoodie;124;Organic Search;1228
Greeting Cards;6;Direct;501
Google Stickers;5;Direct;1188
Notebook;20;Referral;2104
Google Stickers;5;Direct;2639
Notebook;20;Paid Search;1261
Puffer Vest;115;Referral;2322
Backpack;125;Referral;722
Google Stickers;5;Paid Search;1299
Android T-Shirt;20;Social Media;2452
Google Stickers;5;Organic Search;3293
Backpack;125;Direct;3493
Backpack;125;Social Media;1574
YouTube Cap;15;Referral;3079
Android T-Shirt;20;Organic Search;581
Google Stickers;5;Referral;3080
Google Hoodie;124;Organic Search;3533
Canvas Tote;18;Direct;349
Google Water Bottle;10;Paid Search;3430
Google Stickers;5;Referral;1276
Android T-Shirt;20;Paid Search;3528
Google Stickers;5;Referral;3234
Puffer Vest;115;Paid Search;2672
Google Stickers;5;Organic Search;1613
Backpack;125;Direct;3024
Google Hoodie;124;Direct;211
Google Hoodie;124;Paid Search;3176
Puffer Vest;115;Organic Search;2727
Google Stickers;5;Organic Search;2656
Backpack;125;Social Media;620
Google Stickers;5;Social Media;3545
YouTube Cap;15;Referral;558
Puffer Vest;115;Paid Search;1276
Backpack;125;Organic Search;3393
Android T-Shirt;20;Direct;534
Google Hoodie;124;Direct;3591
Google Stickers;5;Social Media;1516
Android T-Shirt;20;Referral;3010
Canvas Tote;18;Social Media;1340
Lanyard;6;Direct;2732
Google Stickers;5;Direct;3059
Google Stickers;5;Direct;2977
Google Stickers;5;Social Media;1721
Google Stickers;5;Social Media;961
Google Water Bottle;10;Organic Search;2669
Google Stickers;5;Social Media;3117
Google Water Bottle;10;Paid Search;1858
Puffer Vest;115;Referral;3258
Lanyard;6;Social Media;3275
Canvas Tote;18;Referral;494
Google Stickers;5;Social Media;3434
Google Hoodie;124;Referral;179
Google Water Bottle;10;Referral;1413
Google Stickers;5;Paid Search;422
Canvas Tote;18;Social Media;3366
Backpack;125;Paid Search;536
Google Hoodie;124;Social Media;1631
Backpack;125;Paid Search;1190
Google Stickers;5;Referral;3402
Google Stickers;5;Social Media;256
Greeting Cards;6;Social Media;3239
Google Stickers;5;Referral;856
Google Stickers;5;Social Media;812
Google Stickers;5;Social Media;1902
Google Stickers;5;Organic Search;3361
Android T-Shirt;20;Social Media;103
Google Stickers;5;Paid Search;2730
Google Stickers;5;Direct;1206
Google Stickers;5;Paid Search;2092
Canvas Tote;18;Direct;128
Canvas Tote;18;Referral;2090
Backpack;125;Referral;543
Google Stickers;5;Social Media;1516
Google Water Bottle;10;Referral;1461
Lanyard;6;Referral;559
Canvas Tote;18;Referral;1171
Puffer Vest;115;Paid Search;1794
Greeting Cards;6;Direct;50
Google Stickers;5;Organic Search;1399
Google Stickers;5;Direct;3471
Greeting Cards;6;Direct;1323
Google Stickers;5;Organic Search;180
Google Stickers;5;Social Media;106
Google Stickers;5;Referral;240
Greeting Cards;6;Social Media;1029
Canvas Tote;18;Organic Search;1502
Google Water Bottle;10;Organic Search;2112
Android T-Shirt;20;Direct;1659
Google Stickers;5;Organic Search;2871
Notebook;20;Paid Search;1722
Google Stickers;5;Referral;221
Google Stickers;5;Organic Search;1366
Lanyard;6;Referral;1739
Notebook;20;Organic Search;2430
Android T-Shirt;20;Organic Search;2223
Puffer Vest;115;Direct;76
Google Stickers;5;Direct;3312
Google Stickers;5;Direct;328
Google Stickers;5;Direct;1194
Google Stickers;5;Referral;347
Google Stickers;5;Direct;672
Google Water Bottle;10;Direct;2638
Google Stickers;5;Referral;358
Google Stickers;5;Direct;3083
Google Stickers;5;Referral;1585
Google Water Bottle;10;Social Media;1102
Google Water Bottle;10;Direct;2660
Google Stickers;5;Referral;95
YouTube Cap;15;Paid Search;3314
Canvas Tote;18;Organic Search;2522
YouTube Cap;15;Organic Search;1503
Google Stickers;5;Organic Search;1819
Google Stickers;5;Direct;1648
Google Stickers;5;Referral;2136
Greeting Cards;6;Social Media;702
Google Stickers;5;Paid Search;1878
Canvas Tote;18;Organic Search;3397
Google Stickers;5;Social Media;1757
Google Stickers;5;Direct;2803
Lanyard;6;Paid Search;95
Greeting Cards;6;Direct;358
Google Stickers;5;Paid Search;1245
Google Stickers;5;Direct;522
Puffer Vest;115;Organic Search;2405
Greeting Cards;6;Referral;3485
Greeting Cards;6;Direct;1659
Google Hoodie;124;Referral;3204
Google Water Bottle;10;Social Media;3524
Google Stickers;5;Paid Search;1933
Notebook;20;Social Media;1621
Backpack;125;Direct;2945
Android T-Shirt;20;Organic Search;1816
Google Stickers;5;Paid Search;1097
Greeting Cards;6;Referral;1245
Android T-Shirt;20;Referral;2956
Google Stickers;5;Social Media;468
Google Stickers;5;Paid Search;533
Lanyard;6;Paid Search;866
Google Stickers;5;Organic Search;752
Google Stickers;5;Organic Search;3365
Google Stickers;5;Paid Search;3573
Canvas Tote;18;Referral;2981
Google Stickers;5;Direct;2100
Google Stickers;5;Social Media;241
Android T-Shirt;20;Referral;3555
Google Stickers;5;Paid Search;2477
Google Stickers;5;Referral;1454
Google Stickers;5;Organic Search;1346
Google Hoodie;124;Organic Search;256
Google Stickers;5;Direct;26
Google Stickers;5;Paid Search;1899
Google Hoodie;124;Referral;613
Greeting Cards;6;Direct;2973
Lanyard;6;Organic Search;3249
Google Stickers;5;Paid Search;2701
Google Stickers;5;Social Media;355
Google Stickers;5;Social Media;3104
Backpack;125;Referral;875
Canvas Tote;18;Social Media;1737
Google Stickers;5;Paid Search;2695
Google Stickers;5;Paid Search;2960
Android T-Shirt;20;Referral;3243
Lanyard;6;Direct;3470
Google Stickers;5;Direct;327
Lanyard;6;Direct;1105
Notebook;20;Organic Search;2477
Google Stickers;5;Referral;1609
Notebook;20;Social Media;1902
YouTube Cap;15;Direct;3255
Google Stickers;5;Paid Search;424
Google Hoodie;124;Paid Search;416
Puffer Vest;115;Paid Search;117
Canvas Tote;18;Paid Search;2969
Greeting Cards;6;Social Media;2790
Lanyard;6;Direct;2887
Android T-Shirt;20;Social Media;558
Google Stickers;5;Organic Search;728
YouTube Cap;15;Paid Search;1389
Android T-Shirt;20;Referral;494
Google Hoodie;124;Social Media;534
Google Stickers;5;Social Media;1737
Google Hoodie;124;Social Media;1457
Google Stickers;5;Social Media;259
Canvas Tote;18;Organic Search;1693
Google Stickers;5;Direct;3470
Google Stickers;5;Referral;2539
Android T-Shirt;20;Direct;2725
Google Stickers;5;Paid Search;1243
Google Stickers;5;Direct;1508
Puffer Vest;115;Paid Search;2806
Google Hoodie;124;Social Media;301
Greeting Cards;6;Social Media;2239
Notebook;20;Organic Search;1227
Lanyard;6;Organic Search;3580
Canvas Tote;18;Paid Search;1390
Google Hoodie;124;Direct;3012
Google Stickers;5;Organic Search;1724
Google Stickers;5;Organic Search;1028
Google Hoodie;124;Paid Search;2321
Google Hoodie;124;Referral;3197
Android T-Shirt;20;Organic Search;3542
Google Stickers;5;Social Media;3497
Google Hoodie;124;Direct;2279
Google Hoodie;124;Social Media;3396
Google Stickers;5;Organic Search;600
Google Stickers;5;Paid Search;1281
Google Stickers;5;Paid Search;2934
Google Stickers;5;Organic Search;558
Puffer Vest;115;Organic Search;2672
YouTube Cap;15;Social Media;1862
Google Stickers;5;Paid Search;2599
Google Stickers;5;Direct;1967
Google Stickers;5;Referral;2374
Google Hoodie;124;Referral;1714
Lanyard;6;Referral;2056
YouTube Cap;15;Referral;3122
Google Stickers;5;Organic Search;358
Backpack;125;Paid Search;1328
YouTube Cap;15;Organic Search;50
Google Stickers;5;Organic Search;1864
Google Water Bottle;10;Referral;403
Canvas Tote;18;Direct;1019
Google Stickers;5;Referral;2659
Google Stickers;5;Paid Search;897
Greeting Cards;6;Organic Search;1752
Backpack;125;Direct;2252
Google Stickers;5;Social Media;900
Notebook;20;Direct;3563
Google Hoodie;124;Organic Search;810
Backpack;125;Direct;3277
Greeting Cards;6;Paid Search;2068
Google Stickers;5;Organic Search;2287
Google Stickers;5;Organic Search;2697
Canvas Tote;18;Organic Search;3036
Backpack;125;Referral;3124
Notebook;20;Social Media;1722
Google Hoodie;124;Direct;2019
Notebook;20;Direct;847
Puffer Vest;115;Social Media;463
Google Water Bottle;10;Direct;323
Canvas Tote;18;Social Media;3292
Greeting Cards;6;Referral;1979
Canvas Tote;18;Paid Search;2581
Android T-Shirt;20;Referral;1354
Notebook;20;Social Media;372
Google Stickers;5;Direct;1722
Canvas Tote;18;Social Media;2836
Google Stickers;5;Social Media;1940
Google Stickers;5;Referral;2288
Google Stickers;5;Direct;838
Android T-Shirt;20;Social Media;1940
Greeting Cards;6;Referral;1143
YouTube Cap;15;Social Media;568
Canvas Tote;18;Referral;3349
Google Stickers;5;Paid Search;333
Backpack;125;Paid Search;505
Google Hoodie;124;Referral;2194
Greeting Cards;6;Paid Search;2079
Google Stickers;5;Social Media;1480
Android T-Shirt;20;Social Media;2279
Android T-Shirt;20;Referral;2696
Google Hoodie;124;Referral;1968
Google Water Bottle;10;Social Media;100
Google Stickers;5;Social Media;2153
Lanyard;6;Referral;3354
Google Stickers;5;Direct;853
Google Water Bottle;10;Paid Search;3354
Google Water Bottle;10;Referral;3243
Greeting Cards;6;Direct;1264
Android T-Shirt;20;Referral;754
Backpack;125;Organic Search;438
Google Stickers;5;Direct;947
Google Hoodie;124;Direct;1854
Google Water Bottle;10;Organic Search;963
Google Stickers;5;Referral;1609
Google Stickers;5;Direct;2461
Google Stickers;5;Referral;3570
Google Hoodie;124;Referral;543
Google Hoodie;124;Referral;1182
Google Stickers;5;Referral;3284
Greeting Cards;6;Referral;2085
Google Hoodie;124;Direct;1811
Google Hoodie;124;Direct;2503
Android T-Shirt;20;Direct;2099
Google Hoodie;124;Organic Search;3434
Puffer Vest;115;Direct;197
Google Hoodie;124;Paid Search;1771
YouTube Cap;15;Direct;3228
Google Stickers;5;Social Media;1028
Android T-Shirt;20;Social Media;2314
Canvas Tote;18;Referral;2859
Google Stickers;5;Organic Search;2745
Google Stickers;5;Paid Search;705
Google Stickers;5;Organic Search;1978
Google Stickers;5;Direct;106
Notebook;20;Social Media;1308
Google Stickers;5;Direct;3008
Google Stickers;5;Direct;1502
Android T-Shirt;20;Referral;2223
Google Stickers;5;Paid Search;3101
Google Hoodie;124;Direct;2107
Google Hoodie;124;Social Media;919
Google Hoodie;124;Paid Search;11
Google Water Bottle;10;Direct;1883
Google Stickers;5;Paid Search;3094
Android T-Shirt;20;Paid Search;2797
Google Hoodie;124;Referral;1361
Google Hoodie;124;Paid Search;3294
YouTube Cap;15;Organic Search;838
Google Stickers;5;Direct;2773
Google Water Bottle;10;Direct;132
Google Water Bottle;10;Referral;3573
Puffer Vest;115;Paid Search;1083
Backpack;125;Direct;1502
Google Water Bottle;10;Organic Search;690
Google Water Bottle;10;Social Media;1168
Google Hoodie;124;Paid Search;45
Google Water Bottle;10;Paid Search;1994
Google Stickers;5;Social Media;1944
Android T-Shirt;20;Paid Search;2899
YouTube Cap;15;Referral;2079
Android T-Shirt;20;Social Media;2173
Puffer Vest;115;Paid Search;2935
Android T-Shirt;20;Paid Search;1836
Google Hoodie;124;Social Media;2250
Google Hoodie;124;Social Media;662
Google Water Bottle;10;Direct;2479
Canvas Tote;18;Referral;1164
Google Stickers;5;Referral;1362
Google Stickers;5;Direct;2120
Lanyard;6;Direct;746
Android T-Shirt;20;Paid Search;2630
Google Stickers;5;Social Media;1540
Android T-Shirt;20;Paid Search;2543
Google Stickers;5;Referral;1251
Google Stickers;5;Direct;1359
Greeting Cards;6;Paid Search;3366
Backpack;125;Organic Search;2669
Puffer Vest;115;Referral;690
Google Stickers;5;Referral;1815
Google Stickers;5;Social Media;3462
Lanyard;6;Paid Search;1142
Google Stickers;5;Social Media;225
Google Hoodie;124;Social Media;2698
Google Stickers;5;Social Media;2632
Google Stickers;5;Direct;2931
Backpack;125;Paid Search;2448
Google Stickers;5;Organic Search;745
Google Stickers;5;Referral;1540
Google Stickers;5;Social Media;1882
Backpack;125;Social Media;3156
Greeting Cards;6;Referral;3470
Android T-Shirt;20;Organic Search;1420
Google Stickers;5;Organic Search;3275
Greeting Cards;6;Direct;1740
Lanyard;6;Paid Search;2910
Google Hoodie;124;Direct;2766
Google Stickers;5;Paid Search;39
Google Stickers;5;Social Media;407
Google Stickers;5;Organic Search;1315
Android T-Shirt;20;Organic Search;1143
Greeting Cards;6;Paid Search;950
Google Stickers;5;Direct;322
Google Stickers;5;Referral;2393
Google Stickers;5;Paid Search;142
Backpack;125;Referral;1361
Puffer Vest;115;Paid Search;778
Google Stickers;5;Referral;3049
Greeting Cards;6;Organic Search;2167
Lanyard;6;Direct;2248
Backpack;125;Direct;2669
Lanyard;6;Organic Search;2995
Lanyard;6;Referral;3114
Google Hoodie;124;Paid Search;287
Google Hoodie;124;Organic Search;2173
Google Water Bottle;10;Direct;381
Google Stickers;5;Paid Search;532
Canvas Tote;18;Direct;3056
Notebook;20;Referral;1323
Google Stickers;5;Paid Search;1083
Google Stickers;5;Organic Search;2520
Google Stickers;5;Organic Search;3431
Google Hoodie;124;Paid Search;3443
Google Hoodie;124;Direct;2511
Google Hoodie;124;Social Media;3351
Google Stickers;5;Referral;657
Google Stickers;5;Referral;961
Google Stickers;5;Social Media;2766
Canvas Tote;18;Referral;2977
Google Stickers;5;Direct;1819
Lanyard;6;Social Media;1175
Google Stickers;5;Social Media;933
Canvas Tote;18;Referral;3517
Google Stickers;5;Direct;866
Google Stickers;5;Paid Search;2437
Google Stickers;5;Organic Search;3332
Google Stickers;5;Organic Search;2022
Puffer Vest;115;Organic Search;1760
Backpack;125;Referral;2242
YouTube Cap;15;Social Media;3294
Google Water Bottle;10;Referral;1868
Puffer Vest;115;Organic Search;2130
Lanyard;6;Direct;2615
Canvas Tote;18;Paid Search;1961
Google Stickers;5;Social Media;2791
Google Hoodie;124;Organic Search;534
Puffer Vest;115;Referral;1752
Google Stickers;5;Direct;2051
Google Stickers;5;Referral;333
Google Stickers;5;Paid Search;3430
Canvas Tote;18;Referral;3306
Google Stickers;5;Organic Search;1514
Backpack;125;Social Media;810
Google Stickers;5;Social Media;1281
YouTube Cap;15;Paid Search;3519
Canvas Tote;18;Paid Search;2814
Google Stickers;5;Direct;1191
Notebook;20;Organic Search;886
Notebook;20;Organic Search;1794
Google Stickers;5;Social Media;3065
Google Stickers;5;Organic Search;3434
Lanyard;6;Direct;3593
Google Stickers;5;Paid Search;1481
Google Hoodie;124;Social Media;1840
Backpack;125;Social Media;3233
Google Hoodie;124;Organic Search;39
Android T-Shirt;20;Organic Search;1149
Google Stickers;5;Direct;2285
Google Stickers;5;Organic Search;2210
Puffer Vest;115;Organic Search;323
Greeting Cards;6;Direct;1624
Google Stickers;5;Paid Search;2314
Notebook;20;Direct;3340
Canvas Tote;18;Direct;385
YouTube Cap;15;Social Media;1630
Canvas Tote;18;Referral;3051
Google Hoodie;124;Paid Search;929
Google Hoodie;124;Paid Search;106
Google Stickers;5;Referral;1858
Canvas Tote;18;Social Media;2730
Lanyard;6;Organic Search;3471
Google Stickers;5;Paid Search;2518
YouTube Cap;15;Paid Search;688
Google Stickers;5;Referral;240
Backpack;125;Organic Search;1965
Google Stickers;5;Social Media;1257
Google Stickers;5;Organic Search;3349
Google Stickers;5;Referral;344
Google Stickers;5;Paid Search;3080
Android T-Shirt;20;Organic Search;2886
Google Stickers;5;Paid Search;385
Google Stickers;5;Referral;2796
Google Hoodie;124;Paid Search;3035
Notebook;20;Paid Search;3299
Google Hoodie;124;Referral;3409
Notebook;20;Direct;2867
Google Stickers;5;Organic Search;1740
Google Stickers;5;Organic Search;1600
Greeting Cards;6;Direct;1137
Lanyard;6;Organic Search;1625
Greeting Cards;6;Referral;2698
Notebook;20;Social Media;2486
Backpack;125;Direct;1737
Google Stickers;5;Social Media;3327
Google Hoodie;124;Social Media;3130
Google Water Bottle;10;Direct;2974
Backpack;125;Referral;276
Google Stickers;5;Organic Search;1886
Backpack;125;Referral;176
Google Water Bottle;10;Social Media;344
Google Stickers;5;Direct;2142
Notebook;20;Social Media;1400
Google Stickers;5;Paid Search;1624
Google Stickers;5;Paid Search;1721
Greeting Cards;6;Social Media;790
Google Water Bottle;10;Organic Search;2402
Google Stickers;5;Organic Search;2854
Lanyard;6;Social Media;2029
Notebook;20;Organic Search;3308
Google Stickers;5;Social Media;754
Google Stickers;5;Direct;838
Google Stickers;5;Social Media;2405
Google Stickers;5;Referral;2506
Google Hoodie;124;Referral;2864
Notebook;20;Direct;1100
Backpack;125;Social Media;1370
Google Stickers;5;Referral;140
Google Stickers;5;Social Media;1037
Google Water Bottle;10;Social Media;3090
Android T-Shirt;20;Organic Search;2564
YouTube Cap;15;Organic Search;217
Google Hoodie;124;Referral;2058
Google Stickers;5;Social Media;2141
Lanyard;6;Organic Search;859
Google Stickers;5;Direct;719
Notebook;20;Paid Search;743
Google Stickers;5;Direct;1811
Google Stickers;5;Social Media;1788
Android T-Shirt;20;Paid Search;2842
Google Stickers;5;Organic Search;752
Backpack;125;Direct;2184
Google Water Bottle;10;Paid Search;69
Google Stickers;5;Direct;342
Notebook;20;Direct;1151
Google Stickers;5;Paid Search;1194
Lanyard;6;Social Media;1194
Google Stickers;5;Organic Search;895
Lanyard;6;Paid Search;365
Greeting Cards;6;Direct;460
Google Water Bottle;10;Social Media;151
Backpack;125;Paid Search;1968
Google Water Bottle;10;Referral;1739
Greeting Cards;6;Organic Search;2452
Google Hoodie;124;Referral;273
Lanyard;6;Direct;2965
Android T-Shirt;20;Referral;3006
Puffer Vest;115;Paid Search;3065
Android T-Shirt;20;Referral;2823
Puffer Vest;115;Social Media;526
Google Hoodie;124;Social Media;1595
Android T-Shirt;20;Referral;2985
Google Stickers;5;Social Media;2326
Greeting Cards;6;Paid Search;3352
Lanyard;6;Social Media;341
Google Stickers;5;Referral;1678
Backpack;125;Organic Search;3426
Google Stickers;5;Direct;2050
Android T-Shirt;20;Referral;1732
Google Stickers;5;Referral;3233
Puffer Vest;115;Social Media;3519
Lanyard;6;Referral;455
Google Stickers;5;Direct;2110
YouTube Cap;15;Organic Search;931
Notebook;20;Referral;1595
YouTube Cap;15;Direct;950
Canvas Tote;18;Social Media;221
Google Stickers;5;Paid Search;78
YouTube Cap;15;Social Media;635
Google Stickers;5;Social Media;1816
Google Stickers;5;Social Media;2149
Lanyard;6;Direct;1760
Puffer Vest;115;Referral;320
Canvas Tote;18;Paid Search;697
Google Hoodie;124;Paid Search;2790
Canvas Tote;18;Organic Search;533
Google Hoodie;124;Organic Search;1939
Google Stickers;5;Referral;1802
Notebook;20;Organic Search;1126
Google Stickers;5;Referral;1315
Google Hoodie;124;Referral;274
Google Water Bottle;10;Direct;1977
Canvas Tote;18;Organic Search;297
Canvas Tote;18;Paid Search;442
